State,year,Annual Average Pay,County,dispensaries_cnt,Unemployment Rate,Latitude,Longitude,deaths,Population,multiple_cod,opioid_related
NY,2013,46238,Queens County,1,7.7,40.658566,-73.838017,69,2296175,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NY,2013,41917,Richmond County,,9,40.561263,-74.1399,22,472621,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NY,2013,52806,Rockland County,,6.3,41.154639,-74.024645,11,320903,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NY,2013,53390,Suffolk County,,6.6,40.943554,-72.692218,150,1499738,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NY,2013,66498,Westchester County,1,6.2,41.15277,-73.745912,38,968802,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
FL,2014,44422,Orange County,,5.8,28.514435,-81.323295,55,1253001,Heroin,TRUE
CA,2014,42043,San Bernardino County,9,8,34.85722,-116.181197,14,2112619,"Mental and behavioural disorders due to use of opioids, harmful use",TRUE
NC,2013,36135,Alamance County,,7.3,36.043954,-79.400573,11,154378,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,34624,Brunswick County,,9.8,34.038754,-78.227765,19,115301,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,33427,Burke County,,8.3,35.746182,-81.70618,17,89842,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,36268,Cabarrus County,,7.6,35.388369,-80.552694,17,187226,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,36766,Catawba County,,8.5,35.661883,-81.214906,15,154810,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,39048,Cumberland County,,9.7,35.050192,-78.828719,19,325871,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,33858,Davidson County,,8.2,35.795131,-80.207107,25,163420,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,64551,Durham County,,6.3,36.033822,-78.87812,19,288133,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,45632,Forsyth County,,7.5,36.132466,-80.256961,22,361220,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,36391,Gaston County,,9,35.293344,-81.177256,30,209420,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,43459,Guilford County,,8.2,36.079065,-79.788665,23,506610,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,34794,Henderson County,,6.2,35.336415,-82.479741,12,109540,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,42004,Iredell County,,8.4,35.806355,-80.874539,17,164517,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,35050,Johnston County,,7.1,35.5134,-78.367311,14,177967,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,33956,Lincoln County,,8.3,35.488491,-81.226892,10,79740,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,58362,Mecklenburg County,,7.5,35.246862,-80.833832,43,990977,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,39533,New Hanover County,,7.6,34.177875,-77.869674,30,213267,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,33042,Randolph County,,8.6,35.709915,-79.806215,17,142577,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,30965,Robeson County,,11.9,34.63921,-79.100881,12,134841,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,38418,Rowan County,,9.3,35.641329,-80.521722,17,138323,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
IN,2014,51170,Marion County,,6.5,39.782976,-86.135794,37,934243,Heroin,TRUE
NC,2013,38061,Union County,,6.6,34.991817,-80.530435,12,212756,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,49862,Wake County,,6,35.789846,-78.650624,33,974289,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
NC,2013,31777,Wilkes County,,8.9,36.208883,-81.166095,14,69023,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,39309,Allen County,,7.8,40.771627,-84.106103,12,105298,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,42825,Butler County,,7.5,39.439747,-84.565734,65,371272,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,35428,Clark County,,7.5,39.917032,-83.783676,16,136167,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,39359,Clermont County,,7.4,39.052084,-84.149614,41,200218,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,50851,Cuyahoga County,,7,41.760392,-81.724217,160,1263154,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,49555,Franklin County,1,6.4,39.969575,-83.006865,132,1212263,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,48874,Greene County,,7,39.687479,-83.894894,10,163204,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,54545,Hamilton County,1,7.3,39.196927,-84.544187,141,804520,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,40996,Lake County,,6.3,41.924116,-81.392643,27,229857,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,37406,Licking County,,6.9,40.093609,-82.481251,11,168375,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,40469,Lorain County,,7.4,41.438805,-82.179722,37,302827,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,42914,Lucas County,1,8.7,41.682321,-83.468903,40,436393,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,35213,Mahoning County,,8.5,41.01088,-80.770396,13,233869,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,38009,Medina County,,5.8,41.116174,-81.899764,11,174915,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,42937,Montgomery County,1,8.3,39.753736,-84.290591,69,535846,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,40140,Portage County,1,7.7,41.168837,-81.197042,13,163862,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,34410,Richland County,,8.6,40.774159,-82.542781,20,121773,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
IN,2014,41419,Porter County,,6.2,41.509916,-87.071313,14,167076,Heroin,TRUE
OH,2013,37995,Stark County,,7.6,40.814131,-81.365667,10,375432,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
FL,2014,34970,Osceola County,,6.7,28.059027,-81.139312,11,310211,Heroin,TRUE
OH,2013,44418,Summit County,1,7.6,41.121851,-81.534936,49,541824,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,37621,Trumbull County,,9.4,41.305911,-80.768701,26,206442,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OH,2013,42280,Warren County,,6.5,39.425652,-84.169906,15,219169,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OK,2013,36371,Cleveland County,,4.3,35.206376,-97.323088,12,269340,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OK,2013,47813,Oklahoma County,,4.8,35.554611,-97.409401,52,755245,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OK,2013,46956,Tulsa County,,5.1,36.120318,-95.941813,38,622409,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OR,2013,45278,Clackamas County,,7.1,45.160493,-122.195127,22,388263,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OR,2013,37755,Deschutes County,1,9.5,43.915118,-121.225575,11,165954,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OR,2013,36885,Jackson County,2,9.8,42.411628,-122.675685,11,208545,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OR,2013,38361,Lane County,2,8,43.928329,-122.89769,23,356212,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OR,2013,50542,Multnomah County,7,6.8,45.547693,-122.417173,59,766135,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
OR,2013,59478,Washington County,1,6.3,45.553542,-123.097615,13,554996,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,54003,Allegheny County,1,6.5,40.469757,-79.980451,132,1231527,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,39575,Beaver County,,7.2,40.68414,-80.350721,22,170115,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,43967,Berks County,1,7.1,40.413957,-75.92686,25,413521,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,47165,Bucks County,,6.6,40.336887,-75.10706,28,626976,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,46382,Butler County,,6.1,40.913847,-79.918978,17,185476,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,49043,Dauphin County,,6.8,40.412565,-76.792634,21,270937,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,53017,Delaware County,1,7,39.91667,-75.398786,17,561973,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,39035,Erie County,1,7.4,42.117952,-80.096386,20,280294,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
FL,2014,49845,Palm Beach County,3,5.9,26.649124,-80.448374,24,1397710,Heroin,TRUE
PA,2013,34082,Fayette County,,9.6,39.918907,-79.640119,16,134999,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,37228,Lackawanna County,,8.3,41.440284,-75.609666,15,213931,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,40840,Lancaster County,1,6,40.041992,-76.250198,17,529600,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,37573,Lawrence County,1,7.5,40.992735,-80.334446,12,89333,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,48387,Lehigh County,1,7.8,40.614241,-75.590627,11,355092,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,38335,Luzerne County,,9.4,41.172787,-75.976035,11,320103,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,61854,Montgomery County,2,5.8,40.209999,-75.370201,45,812376,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,43035,Northampton County,1,7.4,40.752791,-75.307447,15,299791,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,59048,Philadelphia County,1,,40.009376,-75.133346,36,1553165,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,48998,Washington County,,6.9,40.200005,-80.252132,27,208206,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,39502,Westmoreland County,,7,40.311068,-79.466688,11,362437,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
PA,2013,42799,York County,,6.7,39.921751,-76.728889,17,438965,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
